"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000"
"09262";100.00;100.00;99.97;99.90;99.62;99.48;98.34;97.37;95.91;93.32;97.67;97.35;95.71;91.47;82.65;71.24;43.40;42.42;93.32;93.32;93.32;93.32;93.32;93.32;93.32;93.32;93.32;93.32;82.41;82.41;82.41;82.41;82.41;82.41;82.41;82.41;82.41;82.41
"09263";100.00;100.00;99.92;99.80;96.76;96.25;89.14;87.17;78.97;8.30;99.88;99.87;99.78;97.64;88.83;80.49;43.75;41.99;8.30;8.30;8.30;8.30;8.30;8.30;8.30;8.30;8.30;8.30;78.90;78.90;78.90;78.90;78.90;78.90;78.90;78.90;78.90;0.00
"09271";99.51;98.99;96.48;92.28;82.66;76.07;47.51;47.51;42.12;42.12;99.48;98.97;95.48;89.98;75.65;66.71;22.67;22.67;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;42.02;42.02;42.02;42.02;42.02;42.02;42.02;42.02;42.02;42.02
"09272";98.82;98.39;95.38;89.76;85.49;76.47;31.60;31.60;23.31;23.31;98.78;98.35;94.71;86.34;81.09;71.58;17.16;17.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.31;23.31;23.31;23.31;23.31;23.31;23.31;23.31;23.31;23.31
"09273";99.21;98.81;97.29;94.36;90.73;83.59;55.04;55.04;36.66;17.92;99.17;98.76;96.89;88.95;83.43;74.16;20.54;20.54;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;47.03;47.03;47.03;47.03;47.03;47.03;47.03;47.03;36.47;17.73
"09274";96.93;95.38;89.40;79.56;76.62;70.98;48.62;48.62;40.60;40.60;96.51;94.48;85.78;66.99;62.41;54.74;21.06;21.06;0.23;0.23;0.23;0.23;0.23;0.23;0.23;0.23;0.23;0.23;40.58;40.58;40.58;40.58;40.58;40.58;40.58;40.58;40.58;40.58
"09275";99.19;98.68;95.52;88.55;82.99;72.95;38.19;36.66;20.11;19.29;98.78;98.06;93.75;84.98;77.23;62.60;16.37;14.83;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;24.85;24.85;24.85;24.85;24.85;24.85;24.85;24.85;16.33;16.23
"09276";98.92;98.28;91.55;85.43;80.28;73.73;36.14;36.14;31.53;31.51;98.89;98.20;91.35;84.43;77.80;70.28;17.14;17.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.53;31.53;31.53;31.53;31.53;31.53;31.53;31.53;31.53;31.51
"09277";99.64;99.03;95.69;86.59;82.55;72.66;42.61;42.61;2.51;2.47;99.55;98.90;94.18;72.04;67.53;56.53;12.27;12.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36.54;36.54;36.54;36.54;36.54;36.54;36.54;36.54;2.51;2.47
"09278";98.31;96.98;93.94;87.90;82.83;74.48;24.86;22.66;7.79;0.07;98.28;96.94;93.90;87.80;82.69;74.34;23.31;21.14;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;7.74;7.74;7.74;7.74;7.74;7.74;7.74;7.74;7.74;0.00
"09279";99.57;98.97;92.85;86.52;83.35;76.86;40.56;40.56;32.74;32.74;99.55;98.94;92.02;81.87;77.56;70.99;20.60;20.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.74;32.74;32.74;32.74;32.74;32.74;32.74;32.74;32.74;32.74
"09361";99.39;99.07;95.01;93.81;93.24;91.67;87.23;87.23;82.84;82.84;99.23;98.85;93.24;90.04;87.92;84.15;67.61;67.61;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;82.84;82.84;82.84;82.84;82.84;82.84;82.84;82.84;82.84;82.84
"09362";100.00;100.00;100.00;99.97;96.18;93.36;88.60;86.06;84.69;84.69;99.70;99.70;99.00;98.13;88.12;71.96;42.28;39.87;17.16;17.16;17.16;17.16;17.16;17.16;17.16;17.16;17.16;17.16;83.65;83.65;83.65;83.65;83.65;83.65;83.65;83.65;83.65;83.65
"09363";99.97;99.96;99.90;99.44;98.68;96.75;90.86;90.86;86.55;86.55;99.95;99.94;99.64;98.10;93.83;84.16;61.69;61.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86.55;86.55;86.55;86.55;86.55;86.55;86.55;86.55;86.55;86.55
"09371";97.48;95.48;88.54;84.22;82.17;77.34;57.06;57.06;52.64;21.98;95.27;92.98;84.83;77.99;73.79;66.53;13.83;13.83;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54;52.61;52.61;52.61;52.61;52.61;52.61;52.61;52.61;52.61;21.53
"09372";96.20;91.95;81.10;65.09;58.13;48.40;21.71;21.71;0.00;0.00;96.20;91.95;80.87;62.88;54.91;43.08;12.99;12.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.58;13.58;13.58;13.58;13.58;13.58;13.58;13.58;0.00;0.00
"09373";96.95;94.92;86.94;75.40;70.62;63.82;36.60;36.60;28.13;0.01;96.92;94.87;86.58;74.12;66.59;57.52;22.20;22.20;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;29.18;29.18;29.18;29.18;29.18;29.18;29.18;29.18;28.13;0.00
"09374";99.69;99.60;98.92;95.40;94.09;89.67;62.25;59.31;46.83;33.76;99.55;99.46;98.40;87.32;84.86;77.39;24.18;24.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.13;53.13;53.13;53.13;53.13;53.13;53.13;49.10;46.83;33.76
"09375";99.75;99.65;98.41;95.47;89.42;84.98;56.88;54.74;43.37;17.77;98.50;98.34;96.24;91.83;81.90;70.50;24.36;20.58;2.41;2.41;2.41;2.41;2.41;2.41;2.41;2.41;2.41;2.41;48.16;48.16;48.16;48.16;48.16;48.16;48.16;48.16;41.86;15.83
"09376";98.78;97.91;93.45;82.90;72.97;61.34;30.87;30.87;15.43;3.51;98.78;97.90;93.16;81.62;70.50;54.84;14.05;14.05;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;22.50;22.50;22.50;22.50;22.50;22.50;22.50;22.50;15.41;3.48
"09377";99.76;99.65;98.69;95.90;94.63;88.47;62.13;25.34;9.24;0.00;99.53;99.26;94.90;86.47;83.76;75.32;15.71;15.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;56.52;56.52;56.52;56.52;56.52;56.52;56.52;14.68;9.24;0.00
"09461";100.00;100.00;99.97;99.81;94.76;93.86;88.50;87.14;85.96;82.95;99.96;99.92;97.71;92.59;79.38;74.62;38.72;32.45;29.97;29.97;29.97;29.97;29.97;29.97;29.97;29.97;29.97;29.97;82.95;82.95;82.95;82.95;82.95;82.95;82.95;82.95;82.95;82.95
"09462";99.68;99.67;98.82;98.27;96.82;95.53;88.57;88.57;86.04;86.04;99.61;99.59;98.24;95.91;89.44;81.10;38.30;38.30;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;0.26;86.01;86.01;86.01;86.01;86.01;86.01;86.01;86.01;86.01;86.01
"09463";99.82;99.78;98.72;97.74;96.89;96.23;86.18;86.18;78.23;78.23;99.80;99.76;98.09;96.05;93.93;92.40;61.78;61.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78.23;78.23;78.23;78.23;78.23;78.23;78.23;78.23;78.23;78.23
"09464";99.99;99.98;98.89;97.16;96.48;96.19;94.55;94.55;91.46;91.46;99.99;99.97;98.45;91.12;76.32;65.30;16.57;16.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.46;91.46;91.46;91.46;91.46;91.46;91.46;91.46;91.46;91.46
"09471";99.18;99.05;98.03;95.68;92.17;83.45;43.08;42.57;33.39;33.14;97.93;97.62;95.17;91.16;84.18;69.72;15.24;15.21;7.05;7.05;7.05;7.05;7.05;7.05;7.05;7.05;7.05;7.05;29.31;29.31;29.31;29.31;29.31;29.31;29.31;29.31;29.31;29.31
"09472";98.93;98.18;96.52;87.63;85.50;80.87;41.68;28.06;23.76;23.76;98.87;97.97;95.12;81.59;78.29;72.43;9.51;9.51;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;38.06;38.06;38.06;38.06;38.06;38.06;38.06;23.76;23.76;23.76
"09473";95.63;94.08;83.99;74.57;70.72;65.90;31.12;31.12;25.81;25.81;95.13;93.03;81.09;70.85;66.02;58.56;13.80;13.78;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;25.78;25.78;25.78;25.78;25.78;25.78;25.78;25.78;25.78;25.78
"09474";98.29;96.82;95.76;93.99;90.40;81.55;48.51;48.51;41.89;0.52;97.30;95.61;93.48;90.64;83.82;71.02;11.63;11.63;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;41.89;41.89;41.89;41.89;41.89;41.89;41.89;41.89;41.89;0.25
"09475";96.78;95.33;88.16;73.72;69.46;65.28;48.63;48.63;41.24;41.24;94.53;91.91;83.16;63.20;58.21;52.62;11.77;11.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.20;43.20;43.20;43.20;43.20;43.20;43.20;43.20;41.24;41.24
"09476";96.16;94.63;90.69;81.30;79.48;74.40;46.58;36.71;22.35;0.00;95.67;94.03;88.73;77.04;74.77;69.05;14.65;14.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39.03;39.03;39.03;39.03;39.03;39.03;39.03;26.70;22.35;0.00
"09477";99.78;99.75;99.24;97.58;95.21;91.41;62.65;59.07;11.43;0.04;99.01;98.72;96.58;91.91;88.09;81.68;23.94;23.94;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;57.61;57.61;57.61;57.61;57.61;57.61;57.61;52.98;11.38;0.00
"09478";98.26;96.72;94.59;93.05;88.66;84.02;57.55;57.07;53.09;0.03;97.79;95.34;90.15;87.99;80.59;72.98;21.31;20.28;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;53.77;53.77;53.77;53.77;53.77;53.77;53.77;53.77;53.06;0.00
"09479";99.86;99.80;98.08;95.06;94.04;92.02;62.26;62.26;38.07;1.70;99.82;99.68;97.34;88.42;84.61;80.86;12.00;12.00;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;58.88;58.88;58.88;58.88;58.88;58.88;58.88;58.88;38.04;1.67
"09561";99.61;99.27;96.61;93.25;91.60;90.27;84.20;84.20;75.49;75.49;99.60;99.27;96.52;92.10;88.24;82.48;65.76;65.76;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;75.44;75.44;75.44;75.44;75.44;75.44;75.44;75.44;75.44;75.44
"09562";98.92;97.84;93.99;92.31;89.97;88.63;79.42;79.42;73.07;73.07;98.60;97.44;92.13;88.08;80.11;70.32;38.94;38.94;0.24;0.24;0.24;0.24;0.24;0.24;0.24;0.24;0.24;0.24;73.09;73.09;73.09;73.09;73.09;73.09;73.09;73.09;73.04;73.04
"09563";99.99;99.99;99.85;98.82;95.38;90.07;78.26;78.26;61.88;61.88;99.99;99.98;99.84;98.06;88.38;71.34;50.22;50.22;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;61.99;61.99;61.99;61.99;61.99;61.99;61.99;61.99;61.88;61.88
"09564";99.93;99.86;98.44;96.02;94.19;92.33;87.11;87.11;80.59;80.58;99.91;99.84;98.26;93.73;84.52;67.55;48.62;48.62;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;81.32;81.32;81.32;81.32;81.32;81.29;81.29;81.29;80.59;80.58
"09565";99.95;99.81;99.13;97.83;95.75;94.23;80.48;80.45;61.07;61.07;99.94;99.80;98.99;96.58;87.60;74.48;50.01;49.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;61.07;61.07;61.07;61.07;61.07;61.07;61.07;61.07;61.07;61.07
"09571";99.11;98.55;96.08;90.51;86.90;81.23;55.79;52.18;40.21;23.32;97.04;96.33;92.69;82.55;77.93;69.75;20.15;18.94;2.88;2.88;2.88;2.88;2.88;2.88;2.88;2.88;2.88;2.88;47.86;47.86;47.86;47.86;47.86;47.86;47.86;44.53;37.90;20.57
"09572";99.84;99.84;99.25;95.52;91.29;82.72;56.52;56.52;30.58;14.34;99.68;99.36;96.87;83.46;76.48;63.00;18.71;18.71;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;45.78;45.78;45.78;45.78;45.78;45.78;45.78;45.78;30.30;14.06
"09573";99.86;99.84;99.55;96.07;92.66;85.71;58.18;58.18;43.64;43.64;99.68;99.65;98.69;93.88;87.17;75.61;36.53;36.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.64;43.64;43.64;43.64;43.64;43.64;43.64;43.64;43.64;43.64
"09574";98.50;97.12;90.07;81.09;78.53;75.74;54.13;54.13;21.94;3.54;98.22;96.71;88.07;71.51;66.22;61.67;24.82;24.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.55;43.55;43.55;43.55;43.55;43.55;43.55;43.55;21.94;3.54
"09575";99.01;98.24;94.26;88.52;85.34;77.33;45.11;45.11;24.46;24.46;98.63;97.68;93.25;80.02;74.37;64.43;13.14;13.14;0.37;0.37;0.37;0.37;0.37;0.37;0.37;0.37;0.37;0.37;39.53;39.53;39.53;39.53;39.53;39.53;39.53;39.53;24.09;24.09
"09576";98.45;97.83;94.78;88.63;82.02;75.77;48.82;48.07;12.20;9.33;97.70;96.91;93.34;83.90;73.21;61.81;23.68;22.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36.57;36.57;36.57;36.57;36.57;36.57;36.57;36.57;12.20;9.33
"09661";100.00;100.00;100.00;99.77;98.51;98.18;95.57;90.45;82.78;82.78;100.00;100.00;100.00;99.62;97.40;96.79;93.03;82.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;81.41;81.41;81.41;81.41;81.41;81.41;81.41;81.41;81.41;81.41
"09662";99.99;99.99;99.73;94.98;90.27;87.87;78.26;78.26;73.57;0.00;99.97;99.97;99.42;92.04;78.04;61.92;32.13;32.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;73.57;73.57;73.57;73.57;73.57;73.57;73.57;73.57;73.57;0.00
"09663";99.79;99.74;98.28;97.47;95.30;90.16;86.16;86.16;57.49;0.29;99.75;99.70;98.03;96.42;90.24;46.47;18.67;18.67;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;80.68;80.68;80.68;80.68;80.68;80.68;80.68;80.68;57.48;0.22
"09671";98.50;98.25;97.11;96.14;92.38;84.08;49.88;44.50;28.81;22.42;98.48;98.23;95.71;92.71;86.95;77.56;33.58;23.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.26;30.26;30.26;30.26;28.85;28.85;28.85;28.85;28.76;22.36
"09672";98.40;96.95;91.03;86.39;82.28;77.51;55.70;55.68;48.62;48.35;93.61;91.39;83.31;76.39;66.37;56.25;9.24;9.24;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;55.68;55.68;55.68;55.68;53.85;53.85;53.85;53.83;48.62;48.30
"09673";99.70;99.48;97.61;94.75;90.89;82.98;43.11;43.11;34.32;34.32;98.91;98.68;96.63;92.94;85.52;72.50;13.62;13.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34.32;34.32;34.32;34.32;34.32;34.32;34.32;34.32;34.32;34.32
"09674";98.20;97.42;92.30;88.04;82.72;75.96;48.18;47.20;37.16;5.48;98.15;97.37;91.90;85.81;78.05;68.72;28.15;27.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.16;37.16;37.16;37.16;37.16;37.16;37.16;37.16;37.16;5.48
"09675";98.64;98.50;97.02;94.48;92.52;84.81;39.03;39.03;26.92;0.00;98.64;98.49;96.96;94.15;90.25;79.81;14.43;14.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.92;26.92;26.92;26.92;26.92;26.92;26.92;26.92;26.92;0.00
"09676";99.32;98.66;97.12;95.46;93.03;89.23;72.02;69.41;23.98;3.91;99.13;98.26;93.82;84.72;79.09;70.85;40.34;36.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.72;58.72;58.72;58.72;55.01;55.01;55.01;55.01;23.98;3.91
"09677";97.61;96.49;93.03;88.45;84.08;74.75;41.70;41.70;24.80;23.08;97.23;95.97;91.98;86.55;79.52;66.99;14.14;14.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.59;37.59;37.59;37.59;32.66;32.66;32.66;32.66;24.80;23.08
"09678";99.35;98.73;94.81;93.05;90.36;82.08;57.36;57.36;48.80;0.02;99.29;98.60;92.72;88.91;83.38;68.74;18.30;18.30;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;51.13;51.13;51.13;51.13;51.13;51.13;51.13;51.13;48.80;0.00
"09679";99.08;98.99;98.65;97.03;93.33;82.77;49.01;48.11;18.13;0.02;98.62;98.47;98.08;95.39;89.91;75.81;24.83;23.93;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;47.24;47.24;47.24;47.24;37.62;37.62;37.62;37.62;18.11;0.00
"09761";99.93;99.73;96.66;91.10;88.82;87.38;81.48;81.48;73.94;73.88;99.91;99.71;96.31;87.07;81.20;70.53;52.93;52.93;2.39;2.39;2.39;2.39;2.39;2.39;2.39;2.39;2.39;2.39;73.94;73.94;73.94;73.94;73.94;73.94;73.94;73.94;73.94;73.88
"09762";100.00;99.94;99.72;98.99;97.99;96.51;91.43;91.43;85.89;85.89;99.97;99.92;99.58;98.23;90.33;72.29;52.46;52.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85.89;85.89;85.89;85.89;85.89;85.89;85.89;85.89;85.89;85.89
"09763";99.75;98.63;96.51;94.47;91.53;90.26;87.06;87.06;77.80;77.79;98.73;97.60;95.05;91.92;87.96;85.90;79.53;79.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77.80;77.80;77.80;77.80;77.80;77.80;77.80;77.80;77.80;77.79
"09764";99.69;99.64;99.38;96.15;93.96;92.59;78.82;78.82;75.12;75.12;99.50;99.46;99.10;94.00;85.48;78.16;25.65;25.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;75.12;75.12;75.12;75.12;75.12;75.12;75.12;75.12;75.12;75.12
"09771";97.05;95.59;85.93;77.87;72.86;69.25;50.42;50.42;28.77;28.77;96.95;95.49;85.66;76.06;68.03;60.24;28.70;28.70;0.47;0.47;0.47;0.47;0.47;0.47;0.47;0.47;0.47;0.47;41.67;41.67;41.67;41.67;41.67;41.67;41.67;41.67;28.58;28.58
"09772";96.85;94.87;86.48;79.23;76.77;73.84;58.68;58.68;48.15;48.15;96.11;93.74;83.37;74.37;69.78;63.41;36.16;36.16;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;48.11;48.11;48.11;48.11;48.11;48.11;48.11;48.11;48.11;48.11
"09773";95.66;94.27;81.47;73.51;69.34;63.38;43.19;43.16;8.42;8.04;95.59;94.15;80.09;70.09;63.40;56.21;12.78;12.78;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;0.32;38.47;38.47;38.47;38.47;38.47;38.47;38.47;38.47;8.15;7.71
"09774";93.18;89.74;77.31;68.81;66.53;63.40;45.38;45.38;18.02;0.00;92.50;89.01;75.75;62.44;58.69;54.17;25.01;25.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.42;37.42;37.42;37.42;37.42;37.42;37.42;37.42;18.02;0.00
"09775";99.48;99.24;96.09;88.46;85.75;83.13;74.36;70.15;65.09;64.88;98.74;98.17;93.41;70.00;61.49;51.61;20.71;8.58;0.63;0.63;0.63;0.63;0.63;0.63;0.63;0.63;0.63;0.63;66.85;66.85;66.85;66.85;66.85;66.85;66.85;66.85;65.09;64.88
"09776";99.00;98.21;91.28;81.17;78.25;75.28;55.03;55.03;46.62;46.29;98.96;98.13;89.02;74.22;67.51;59.19;12.38;12.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.62;46.62;46.62;46.62;46.62;46.62;46.62;46.62;46.62;46.29
"09777";99.08;98.19;92.52;86.00;84.11;80.07;59.53;59.53;50.60;30.34;97.82;96.67;89.84;80.57;74.19;61.82;20.69;20.69;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;50.59;50.59;50.59;50.59;50.59;50.59;50.59;50.59;50.59;30.33
"09778";93.94;91.10;81.15;75.02;72.34;68.44;46.25;46.25;38.86;38.86;92.89;89.23;78.54;70.00;65.83;60.21;18.17;18.17;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;38.86;38.86;38.86;38.86;38.86;38.86;38.86;38.86;38.86;38.86
"09779";92.06;88.63;78.25;70.28;67.80;64.22;49.37;49.16;45.72;45.72;91.39;87.82;76.31;62.24;57.14;50.70;9.88;9.88;1.15;1.15;1.15;1.15;1.15;1.15;1.15;1.15;1.15;1.15;44.92;44.92;44.92;44.92;44.92;44.92;44.92;44.92;44.92;44.92
"09780";99.42;98.92;94.40;88.62;86.70;83.88;66.55;64.36;60.10;58.52;99.00;97.83;90.28;70.74;63.21;55.22;17.02;17.02;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;0.42;62.68;62.68;62.68;62.68;62.68;62.68;62.68;60.08;60.08;58.50
"10041";99.95;99.91;99.45;97.91;95.27;93.09;84.17;70.01;63.67;51.85;99.77;99.72;98.58;93.10;85.12;73.07;44.53;25.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;66.11;66.11;66.11;66.11;66.11;66.11;66.11;66.11;63.67;51.85
"10042";99.84;99.76;98.90;95.59;90.75;80.91;46.88;44.58;34.74;1.20;99.60;99.44;97.54;93.37;85.43;71.36;13.85;11.55;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;1.18
"10043";99.63;99.07;98.09;97.29;94.82;92.98;75.55;73.24;71.19;50.19;99.01;98.16;95.79;89.27;83.48;76.05;21.22;16.19;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;71.13;71.13;71.13;71.13;71.13;71.13;71.13;71.13;71.12;50.12
"10044";99.37;98.79;97.74;94.16;91.72;88.19;70.84;68.81;61.13;52.23;97.30;95.84;92.71;83.71;79.33;73.89;39.27;33.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;61.13;61.13;61.13;61.13;61.13;61.13;61.13;61.13;61.13;52.23
"10045";99.75;99.69;98.67;95.31;94.77;93.70;81.84;73.38;70.84;70.65;96.84;95.80;87.82;59.77;56.26;50.54;10.07;9.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.61;80.61;80.61;80.61;80.61;80.61;80.61;70.84;70.84;70.65
"10046";98.33;97.12;92.67;89.63;86.77;82.77;55.53;50.94;26.00;0.00;95.70;92.75;82.76;65.46;60.96;55.46;18.12;12.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.16;43.16;43.16;43.16;43.16;43.16;43.16;43.16;26.00;0.00
"11000";99.93;99.91;99.49;98.58;97.35;96.00;91.04;91.03;85.23;56.98;99.73;99.70;98.75;94.89;88.71;74.47;35.41;35.24;0.93;0.93;0.93;0.93;0.93;0.93;0.93;0.93;0.93;0.93;90.16;90.16;90.16;90.16;90.16;90.13;90.13;90.12;85.08;56.92
"12051";98.68;98.26;87.95;70.21;62.88;56.88;4.28;4.25;0.18;0.18;98.68;98.26;87.95;70.21;62.88;56.88;4.14;4.10;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.18;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.00
"12052";99.87;99.84;99.37;97.62;97.07;96.23;90.31;87.99;86.77;7.97;99.83;99.77;97.69;93.51;86.27;78.77;52.15;49.66;7.97;7.97;7.97;7.97;7.97;7.97;7.97;7.97;7.97;7.97;84.82;84.82;84.82;84.82;84.82;84.82;84.82;84.82;84.71;0.00
"12053";99.65;99.55;96.94;93.10;90.92;89.11;83.29;83.27;0.73;0.66;97.58;96.34;75.71;55.01;51.41;47.40;0.66;0.64;0.66;0.66;0.66;0.66;0.66;0.66;0.66;0.66;0.66;0.66;82.65;82.65;82.65;82.65;82.65;82.65;82.65;82.65;0.73;0.00
"12054";99.86;99.69;98.40;96.64;95.78;94.41;84.46;84.44;80.18;0.21;99.85;99.67;97.46;94.42;91.62;82.67;34.32;34.31;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;80.30;80.30;80.30;80.30;80.30;80.30;80.30;80.30;80.06;0.18
"12060";97.25;96.33;91.34;86.17;83.17;78.35;48.41;47.36;33.55;12.17;97.00;95.95;86.29;66.99;62.36;54.17;10.74;10.74;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.60;41.58;41.58;41.58;41.58;41.58;41.57;41.57;41.57;33.47;9.57
"12061";96.56;94.73;84.12;72.86;69.22;63.42;39.08;38.34;31.70;9.44;95.28;93.08;81.19;67.94;63.43;55.27;10.15;10.09;5.70;5.70;5.70;5.70;5.70;5.70;5.70;5.70;5.70;5.70;35.11;35.11;35.11;35.11;35.11;35.11;35.11;35.11;31.62;3.74
"12062";98.54;97.96;96.34;84.16;80.20;74.39;18.24;17.93;10.28;5.55;98.44;97.86;96.20;83.43;79.24;73.08;10.52;9.79;5.55;5.55;5.55;5.55;5.55;5.55;5.55;5.55;5.55;5.55;4.95;4.95;4.95;4.95;4.95;4.95;4.95;4.95;4.78;0.00
"12063";98.42;97.60;93.19;88.27;83.60;77.46;54.25;54.23;37.41;0.43;95.25;93.93;88.27;82.37;74.07;61.73;12.23;12.22;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;0.20;51.49;51.49;51.49;51.49;51.49;51.49;51.49;51.49;37.35;0.23
"12064";96.67;94.27;79.90;68.35;63.02;54.56;22.74;20.73;12.20;0.26;96.59;94.17;79.49;66.45;60.26;50.77;10.92;10.92;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;19.65;19.65;19.65;19.65;19.65;19.62;19.62;15.67;12.02;0.08
